Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
53264,Shot Chart Detail,21500066,101,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,3,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,26,1,0,20151104,OKC,TOR
53265,Shot Chart Detail,21500066,116,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,26,1,0,20151104,OKC,TOR
53266,Shot Chart Detail,21500066,144,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,11,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,16,1,0,20151104,OKC,TOR
53267,Shot Chart Detail,21500066,410,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,11,12,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,31,1,1,20151104,OKC,TOR
53268,Shot Chart Detail,21500107,517,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,4,23,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,31,1,0,20151110,WAS,OKC
53269,Shot Chart Detail,21500107,554,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,1,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-151,-6,1,1,20151110,WAS,OKC
53270,Shot Chart Detail,21500134,118,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,10,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-140,80,1,1,20151113,OKC,PHI
53271,Shot Chart Detail,21500134,170,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,6,50,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,1,20151113,OKC,PHI
53272,Shot Chart Detail,21500134,200,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,4,20,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,1,20151113,OKC,PHI
53273,Shot Chart Detail,21500134,203,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,3,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,102,219,1,0,20151113,OKC,PHI
53274,Shot Chart Detail,21500134,241,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,1,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,13,1,0,20151113,OKC,PHI
53275,Shot Chart Detail,21500134,451,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,0,20151113,OKC,PHI
53276,Shot Chart Detail,21500149,136,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,11,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,-1,1,1,20151115,OKC,BOS
53277,Shot Chart Detail,21500149,446,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,8,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-55,170,1,0,20151115,OKC,BOS
53278,Shot Chart Detail,21500149,454,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,7,14,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-81,3,1,0,20151115,OKC,BOS
53279,Shot Chart Detail,21500155,135,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,11,25,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,-11,1,0,20151116,MEM,OKC
53280,Shot Chart Detail,21500155,433,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,57,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,55,115,1,1,20151116,MEM,OKC
53281,Shot Chart Detail,21500155,445,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,50,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,-19,1,0,20151116,MEM,OKC
53282,Shot Chart Detail,21500155,594,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,0,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,2,1,0,20151116,MEM,OKC
53283,Shot Chart Detail,21500171,427,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,15,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-19,75,1,1,20151118,OKC,NOP
53284,Shot Chart Detail,21500183,132,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,10,40,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,3,1,1,20151120,OKC,NYK
53285,Shot Chart Detail,21500183,416,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,40,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-37,61,1,0,20151120,OKC,NYK
53286,Shot Chart Detail,21500183,437,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,7,20,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2,1,1,20151120,OKC,NYK
53287,Shot Chart Detail,21500183,455,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,5,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,1,20151120,OKC,NYK
53288,Shot Chart Detail,21500199,79,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,2,35,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,16,1,0,20151122,OKC,DAL
53289,Shot Chart Detail,21500199,96,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,44,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,1,20151122,OKC,DAL
53290,Shot Chart Detail,21500199,109,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,0,12,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,-1,1,1,20151122,OKC,DAL
53291,Shot Chart Detail,21500199,347,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,3,52,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,86,3,1,1,20151122,OKC,DAL
53292,Shot Chart Detail,21500199,363,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,3,21,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,11,1,0,20151122,OKC,DAL
53293,Shot Chart Detail,21500199,402,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,11,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-17,188,1,1,20151122,OKC,DAL
53294,Shot Chart Detail,21500208,156,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,9,5,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-1,1,1,20151123,UTA,OKC
53295,Shot Chart Detail,21500208,482,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,4,35,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,33,46,1,0,20151123,UTA,OKC
53296,Shot Chart Detail,21500223,161,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,9,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,2,1,1,20151125,OKC,BKN
53297,Shot Chart Detail,21500223,408,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,30,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,0,20151125,OKC,BKN
53298,Shot Chart Detail,21500256,138,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,11,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-68,169,1,0,20151130,ATL,OKC
53299,Shot Chart Detail,21500256,410,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,0,56,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,168,111,1,0,20151130,ATL,OKC
53300,Shot Chart Detail,21500256,421,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,0,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,164,116,1,1,20151130,ATL,OKC
53301,Shot Chart Detail,21500277,140,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,0,28,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,18,1,0,20151203,MIA,OKC
53302,Shot Chart Detail,21500277,435,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,8,2,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,36,1,1,20151203,MIA,OKC
53303,Shot Chart Detail,21500316,118,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,38,101,1,0,20151208,MEM,OKC
53304,Shot Chart Detail,21500331,406,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,7,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,0,20151210,OKC,ATL
53305,Shot Chart Detail,21500356,92,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,0,20151213,OKC,UTA
53306,Shot Chart Detail,21500356,109,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,11,38,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,33,1,0,20151213,OKC,UTA
53307,Shot Chart Detail,21500378,148,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,10,49,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,13,1,0,20151216,OKC,POR
53308,Shot Chart Detail,21500378,444,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,2,24,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,28,1,1,20151216,OKC,POR
53309,Shot Chart Detail,21500378,517,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,7,16,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-17,36,1,0,20151216,OKC,POR
53310,Shot Chart Detail,21500378,523,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,6,43,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151216,OKC,POR
53311,Shot Chart Detail,21500378,539,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,4,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-183,101,1,0,20151216,OKC,POR
53312,Shot Chart Detail,21500384,97,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,42,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,35,46,1,1,20151217,CLE,OKC
53313,Shot Chart Detail,21500384,144,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,9,47,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,0,20151217,CLE,OKC
53314,Shot Chart Detail,21500384,433,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,0,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,-11,1,1,20151217,CLE,OKC
53315,Shot Chart Detail,21500398,419,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,24,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,1,20151219,OKC,LAL
53316,Shot Chart Detail,21500418,223,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,4,19,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-17,106,1,1,20151221,LAC,OKC
53317,Shot Chart Detail,21500435,379,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,2,14,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-47,31,1,0,20151223,LAL,OKC
53318,Shot Chart Detail,21500435,428,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,1,20151223,LAL,OKC
53319,Shot Chart Detail,21500435,448,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,7,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,26,1,0,20151223,LAL,OKC
53320,Shot Chart Detail,21500435,451,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,7,32,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151223,LAL,OKC
53321,Shot Chart Detail,21500437,87,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,4,36,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,0,20151225,OKC,CHI
53322,Shot Chart Detail,21500437,156,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,0,54,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,11,1,1,20151225,OKC,CHI
53323,Shot Chart Detail,21500456,101,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,27,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,12,56,1,0,20151227,OKC,DEN
53324,Shot Chart Detail,21500456,228,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,2,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,0,20151227,OKC,DEN
53325,Shot Chart Detail,21500472,139,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,0,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,0,1,1,20151229,OKC,MIL
53326,Shot Chart Detail,21500517,449,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,19,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,0,20160104,OKC,SAC
53327,Shot Chart Detail,21500534,413,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,0,54,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,8,1,0,20160106,OKC,MEM
53328,Shot Chart Detail,21500534,431,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-4,149,1,0,20160106,OKC,MEM
53329,Shot Chart Detail,21500534,437,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,57,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,68,36,1,0,20160106,OKC,MEM
53330,Shot Chart Detail,21500549,160,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,8,58,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-14,47,1,0,20160108,LAL,OKC
53331,Shot Chart Detail,21500549,401,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,0,20160108,LAL,OKC
53332,Shot Chart Detail,21500564,161,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,8,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-168,31,1,0,20160110,POR,OKC
53333,Shot Chart Detail,21500574,107,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,1,21,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,46,1,0,20160112,MIN,OKC
53334,Shot Chart Detail,21500594,138,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,9,24,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,14,41,1,1,20160115,OKC,MIN
53335,Shot Chart Detail,21500627,196,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,7,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,31,1,0,20160119,DEN,OKC
53336,Shot Chart Detail,21500651,260,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,10,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,5,1,0,20160122,DAL,OKC
53337,Shot Chart Detail,21500651,409,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,8,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20160122,DAL,OKC
53338,Shot Chart Detail,21500664,10,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,10,4,Made Shot,Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,7,1,1,20160124,BKN,OKC
53339,Shot Chart Detail,21500688,284,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,1,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-1,1,1,20160127,MIN,OKC
53340,Shot Chart Detail,21500688,390,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,0,56,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,2,1,1,20160127,MIN,OKC
53341,Shot Chart Detail,21500688,412,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20160127,MIN,OKC
53342,Shot Chart Detail,21500725,361,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,1,3,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160201,OKC,WAS
53343,Shot Chart Detail,21500725,376,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20160201,OKC,WAS
53344,Shot Chart Detail,21500725,392,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,-1,1,0,20160201,OKC,WAS
53345,Shot Chart Detail,21500725,397,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,10,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,0,20160201,OKC,WAS
53346,Shot Chart Detail,21500725,404,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,8,6,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,2,1,0,20160201,OKC,WAS
53347,Shot Chart Detail,21500740,430,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,11,1,0,20160203,OKC,ORL
53348,Shot Chart Detail,21500802,392,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20160211,OKC,NOP
53349,Shot Chart Detail,21500824,143,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,8,55,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160221,OKC,CLE
53350,Shot Chart Detail,21500824,420,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,50,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,33,1,1,20160221,OKC,CLE
53351,Shot Chart Detail,21500824,515,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,2,1,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,21,1,0,20160221,OKC,CLE
53352,Shot Chart Detail,21500852,167,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,0,31,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,57,1,1,20160224,DAL,OKC
53353,Shot Chart Detail,21500852,202,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,9,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,23,1,0,20160224,DAL,OKC
53354,Shot Chart Detail,21500968,378,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,3,27,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20160311,OKC,MIN
53355,Shot Chart Detail,21500968,558,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,1,31,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,0,1,0,20160311,OKC,MIN
53356,Shot Chart Detail,21500979,119,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,0,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-9,100,1,0,20160312,SAS,OKC
53357,Shot Chart Detail,21500993,421,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,10,14,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,46,1,0,20160314,OKC,POR
53358,Shot Chart Detail,21500993,477,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,4,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-48,159,1,0,20160314,OKC,POR
53359,Shot Chart Detail,21500993,498,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,2,58,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-24,18,1,0,20160314,OKC,POR
53360,Shot Chart Detail,21501021,28,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,9,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,20,67,1,0,20160318,PHI,OKC
53361,Shot Chart Detail,21501021,49,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,7,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,41,1,0,20160318,PHI,OKC
53362,Shot Chart Detail,21501021,55,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,6,34,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-65,56,1,1,20160318,PHI,OKC
53363,Shot Chart Detail,21501021,281,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,10,50,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,1,20160318,PHI,OKC
53364,Shot Chart Detail,21501021,343,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,4,31,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,1,20160318,PHI,OKC
53365,Shot Chart Detail,21501110,180,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,5,54,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-76,43,1,1,20160329,DET,OKC
53366,Shot Chart Detail,21501160,514,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,3,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,13,1,0,20160405,DEN,OKC
53367,Shot Chart Detail,21501171,484,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,8,6,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,31,1,0,20160406,POR,OKC
53368,Shot Chart Detail,21501209,455,2555,Nick Collison,1610612760,Oklahoma City Thunder,4,9,50,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,46,1,1,20160411,OKC,LAL
53369,Shot Chart Detail,21501215,29,2555,Nick Collison,1610612760,Oklahoma City Thunder,1,8,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,53,174,1,1,20160412,SAS,OKC
53370,Shot Chart Detail,21501215,134,2555,Nick Collison,1610612760,Oklahoma City Thunder,2,10,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-27,146,1,1,20160412,SAS,OKC
53371,Shot Chart Detail,21501215,252,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,10,21,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,1,20160412,SAS,OKC
53372,Shot Chart Detail,21501215,352,2555,Nick Collison,1610612760,Oklahoma City Thunder,3,1,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,23,1,0,20160412,SAS,OKC
55853,Shot Chart Detail,21500013,30,201586,Serge Ibaka,1610612760,Oklahoma City Thunder,1,8,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,135,159,1,0,20151028,OKC,SAS
55854,Shot Chart Detail,21500013,48,201586,Serge Ibaka,1610612760,Oklahoma City Thunder,1,7,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,41,1,0,20151028,OKC,SAS
55855,Shot Chart Detail,21500013,50,201586,Serge Ibaka,1610612760,Oklahoma City Thunder,1,7,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,127,149,1,0,20151028,OKC,SAS
